과목명,학년,구분,개설학과,시수,과목코드,교수,시간
모빌리티 캡스톤디자인 Ⅰ,4,전공(기초),DSC공유대학 모빌리티소재부품장비융합학부 친환경동력시스템,3/0/6,1608-4010,,
모빌리티 캡스톤디자인 Ⅰ,4,전공(기초),DSC공유대학 모빌리티소재부품장비융합학부 친환경동력시스템,3/0/6,1608-4010,,
모빌리티 요소설계,4,전공(심화),DSC공유대학 모빌리티소재부품장비융합학부 친환경동력시스템,3/3/0,1608-4011,,
전기차 구동 파워일렉트릭 시스템,4,전공(심화),DSC공유대학 모빌리티소재부품장비융합학부 친환경동력시스템,3/3/0,1608-4016,,
모빌리티시스템,3,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 지능형전장제어시스템,3/3/0,1606-3001,,
전기회로이론,3,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 지능형전장제어시스템,3/3/0,1606-3002,,
차량구조CAE,3,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 지능형전장제어시스템,3/3/0,1606-3004,,
생체동역학,3,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 지능형전장제어시스템,3/3/0,1606-3005,,
XR콘텐츠개발,3,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 지능형전장제어시스템,3/3/0,1606-3006,,
고급 C++프로그래밍,3,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 지능형전장제어시스템,3/3/0,1606-3014,,
모빌리티 캡스톤디자인 Ⅱ,4,전공(심화),DSC공유대학 모빌리티소재부품장비융합학부 지능형전장제어시스템,3/2/2,1606-4001,,
센서공학,4,전공(심화),DSC공유대학 모빌리티소재부품장비융합학부 지능형전장제어시스템,3/3/0,1606-4004,,
지능형제어공학,4,전공(심화),DSC공유대학 모빌리티소재부품장비융합학부 지능형전장제어시스템,3/3/0,1606-4005,조병관,
자동차제조공학,4,전공(심화),DSC공유대학 모빌리티소재부품장비융합학부 지능형전장제어시스템,3/3/0,1606-4007,,
모터이론및제어,4,전공(심화),DSC공유대학 모빌리티소재부품장비융합학부 지능형전장제어시스템,3/3/0,1606-4013,,
고급 XR프로그래밍,4,전공(심화),DSC공유대학 모빌리티소재부품장비융합학부 지능형전장제어시스템,3/3/0,1606-4014,,
센서공학,3,전공(기초),DSC공유대학 모빌리티소재부품장비융합학부 첨단센서융합디바이스,3/3/0,1607-3001,고형호,
마이크로모빌리티공학,3,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 첨단센서융합디바이스,3/3/0,1607-3002,,
센서시스템프로그래밍,3,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 첨단센서융합디바이스,3/2/2,1607-3003,,
나노과학기술개론,3,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 첨단센서융합디바이스,3/3/0,1607-3004,,
센서분석화학,3,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 첨단센서융합디바이스,3/3/0,1607-3005,이재범,
센서 네트워크,3,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 첨단센서융합디바이스,3/3/0,1607-3011,,
첨단센서융합 캡스톤디자인1,4,전공(기초),DSC공유대학 모빌리티소재부품장비융합학부 첨단센서융합디바이스,3/2/2,1607-4001,,
첨단센서융합 캡스톤디자인1,4,전공(기초),DSC공유대학 모빌리티소재부품장비융합학부 첨단센서융합디바이스,3/2/2,1607-4001,,
첨단센서융합 캡스톤디자인1,4,전공(기초),DSC공유대학 모빌리티소재부품장비융합학부 첨단센서융합디바이스,3/2/2,1607-4001,,
첨단센서융합 캡스톤디자인1,4,전공(기초),DSC공유대학 모빌리티소재부품장비융합학부 첨단센서융합디바이스,3/2/2,1607-4001,,
첨단센서융합 캡스톤디자인1,4,전공(기초),DSC공유대학 모빌리티소재부품장비융합학부 첨단센서융합디바이스,3/2/2,1607-4001,,
아날로그 센서 회로,4,전공(심화),DSC공유대학 모빌리티소재부품장비융합학부 첨단센서융합디바이스,3/2/2,1607-4004,고형호,
디지털 센서 회로,4,전공(심화),DSC공유대학 모빌리티소재부품장비융합학부 첨단센서융합디바이스,3/3/0,1607-4005,유호영,
센서IoT프로그래밍,4,전공(심화),DSC공유대학 모빌리티소재부품장비융합학부 첨단센서융합디바이스,3/2/2,1607-4006,,
나노센서융합화학,4,전공(심화),DSC공유대학 모빌리티소재부품장비융합학부 첨단센서융합디바이스,3/3/0,1607-4007,이재범,
무선통신,4,전공(심화),DSC공유대학 모빌리티소재부품장비융합학부 첨단센서융합디바이스,3/3/0,1607-4013,,
MATLAB/Simulink를 이용한 제어 프로그래밍,4,전공(심화),DSC공유대학 모빌리티소재부품장비융합학부 첨단센서융합디바이스,3/3/0,1607-4016,,
디스플레이 공학개론,3,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 디스플레이-시스템반도체소부장,3/3/0,1605-3001,,
반도체 공학개론,3,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 디스플레이-시스템반도체소부장,3/3/0,1605-3002,,
부품장비 디스플레이공학,3,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 디스플레이-시스템반도체소부장,3/3/0,1605-3003,,
부품장비 반도체 공학,3,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 디스플레이-시스템반도체소부장,3/3/0,1605-3004,,
디지털회로,3,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 디스플레이-시스템반도체소부장,3/3/0,1605-3006,,
나노재료공학,3,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 디스플레이-시스템반도체소부장,3/3/0,1605-3007,,
디스플레이-반도체 소재,3,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 디스플레이-시스템반도체소부장,3/3/0,1605-3008,,
반도체장비 열유동해석,3,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 디스플레이-시스템반도체소부장,3/3/0,1605-3009,,
디스플레이 소자 및 공정실습,4,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 디스플레이-시스템반도체소부장,3/2/2,1605-4002,,
반도체 소자 및 공정실습,4,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 디스플레이-시스템반도체소부장,3/2/2,1605-4003,,
열유체 공학 개론,4,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 디스플레이-시스템반도체소부장,3/3/0,1605-4005,,
광전자공학,4,전공(핵심),DSC공유대학 모빌리티소재부품장비융합학부 디스플레이-시스템반도체소부장,3/3/0,1605-4007,,
자율주행 시스템 개론,3,전공(기초),DSC공유대학 모빌리티ICT융합학부 자율주행시스템,3/3/0,1603-3001,,
자율주행을 위한 인공지능,3,전공(핵심),DSC공유대학 모빌리티ICT융합학부 자율주행시스템,3/3/0,1603-3002,,
인공지능 로보틱스,3,전공(핵심),DSC공유대학 모빌리티ICT융합학부 자율주행시스템,3/3/0,1603-3003,,
교통운영분석,3,전공(핵심),DSC공유대학 모빌리티ICT융합학부 자율주행시스템,3/3/0,1603-3011,,
자율주행 AI-IoT PBL,3,전공(핵심),DSC공유대학 모빌리티ICT융합학부 자율주행시스템,3/2/2,1603-3012,,
신뢰성공학,3,전공(핵심),DSC공유대학 모빌리티ICT융합학부 자율주행시스템,3/3/0,1603-3016,,
인공신경망 제어시스템,3,전공(핵심),DSC공유대학 모빌리티ICT융합학부 자율주행시스템,3/3/0,1603-3017,,
자율주행 시뮬레이션 응용,4,전공(심화),DSC공유대학 모빌리티ICT융합학부 자율주행시스템,3/3/0,1603-4001,,
자율주행 통신시스템,4,전공(심화),DSC공유대학 모빌리티ICT융합학부 자율주행시스템,3/3/0,1603-4002,,
이동로봇 운행시스템,4,전공(심화),DSC공유대학 모빌리티ICT융합학부 자율주행시스템,3/3/0,1603-4003,,
자율주행 빅데이터 분석 PBL,4,전공(심화),DSC공유대학 모빌리티ICT융합학부 자율주행시스템,3/2/2,1603-4004,,
모빌리티 캡스톤디자인 II,4,전공(심화),DSC공유대학 모빌리티ICT융합학부 자율주행시스템,3/1/4,1603-4014,,
자동차인간공학,3,전공(기초),DSC공유대학 모빌리티ICT융합학부 스마트휴먼인터페이스,3/3/0,1602-3001,,
인간과컴퓨터상호작용(HCI),3,전공(기초),DSC공유대학 모빌리티ICT융합학부 스마트휴먼인터페이스,3/3/0,1602-3002,,
휴먼데이터분석,3,전공(핵심),DSC공유대학 모빌리티ICT융합학부 스마트휴먼인터페이스,3/3/0,1602-3003,,
모빌리티디자인리서치,3,전공(핵심),DSC공유대학 모빌리티ICT융합학부 스마트휴먼인터페이스,3/3/0,1602-3004,,
디자인프로토타이핑,3,전공(핵심),DSC공유대학 모빌리티ICT융합학부 스마트휴먼인터페이스,3/2/2,1602-3005,,
인터페이스프로그래밍,4,전공(심화),DSC공유대학 모빌리티ICT융합학부 스마트휴먼인터페이스,3/3/0,1602-4003,,
XR인터페이스,4,전공(심화),DSC공유대학 모빌리티ICT융합학부 스마트휴먼인터페이스,3/3/0,1602-4004,,
컴퓨터비전및응용,4,전공(심화),DSC공유대학 모빌리티ICT융합학부 스마트휴먼인터페이스,3/3/0,1602-4005,,
스마트제품디자인,4,전공(기초),DSC공유대학 모빌리티ICT융합학부 스마트휴먼인터페이스,3/1/4,1602-4011,,
스마트모빌리티 신기술 세미나,3,전공(기초),DSC공유대학 모빌리티ICT융합학부 차세대통신융합,3/3/0,1604-3001,오왕록,
V2X 데이터통신,3,전공(핵심),DSC공유대학 모빌리티ICT융합학부 차세대통신융합,3/3/0,1604-3003,이재용,
모빌리티 마이크로파개론,3,전공(핵심),DSC공유대학 모빌리티ICT융합학부 차세대통신융합,3/3/0,1604-3008,김병관,
미래모빌리티 SDN,4,전공(심화),DSC공유대학 모빌리티ICT융합학부 차세대통신융합,3/3/0,1604-4002,,
V2X 무선네트워크,4,전공(심화),DSC공유대학 모빌리티ICT융합학부 차세대통신융합,3/3/0,1604-4003,,
V2X 네트워크 프로그래밍,4,전공(심화),DSC공유대학 모빌리티ICT융합학부 차세대통신융합,3/3/0,1604-4004,,
V2X  통신시스템,4,전공(심화),DSC공유대학 모빌리티ICT융합학부 차세대통신융합,3/3/0,1604-4005,안재민,
모빌리티 통신디바이스,4,전공(심화),DSC공유대학 모빌리티ICT융합학부 차세대통신융합,3/3/0,1604-4006,한정환,
모빌리티 캡스톤디자인Ⅰ,4,전공(기초),DSC공유대학 모빌리티ICT융합학부 차세대통신융합,3/0/6,1604-4013,한정환,월18:00~24:00(공2424)
모빌리티 캡스톤디자인Ⅰ,4,전공(기초),DSC공유대학 모빌리티ICT융합학부 차세대통신융합,3/0/6,1604-4013,,
모빌리티 캡스톤디자인Ⅰ,4,전공(기초),DSC공유대학 모빌리티ICT융합학부 차세대통신융합,3/0/6,1604-4013,,
자율주행 개론,3,전공(기초),DSC공유대학 모빌리티ICT융합학부 모빌리티SW/AI융합,3/2/2,1601-3001,정슬,금18:00~22:00(공4608)
영상처리,3,전공(핵심),DSC공유대학 모빌리티ICT융합학부 모빌리티SW/AI융합,3/2/2,1601-3002,고영준,
디지털신호처리,3,전공(핵심),DSC공유대학 모빌리티ICT융합학부 모빌리티SW/AI융합,3/2/2,1601-3003,김경섭,
운영체제,3,전공(핵심),DSC공유대학 모빌리티ICT융합학부 모빌리티SW/AI융합,3/2/2,1601-3004,최훈,
딥러닝,4,전공(기초),DSC공유대학 모빌리티ICT융합학부 모빌리티SW/AI융합,3/3/0,1601-4001,임성수,
임베디드소프트웨어,4,전공(핵심),DSC공유대학 모빌리티ICT융합학부 모빌리티SW/AI융합,3/2/2,1601-4002,,
센서처리와 모터제어,4,전공(핵심),DSC공유대학 모빌리티ICT융합학부 모빌리티SW/AI융합,3/2/2,1601-4003,노명규,
모빌리티 서비스,4,전공(핵심),DSC공유대학 모빌리티ICT융합학부 모빌리티SW/AI융합,3/3/0,1601-4004,,
모빌리티 캡스톤디자인Ⅰ,4,전공(핵심),DSC공유대학 모빌리티ICT융합학부 모빌리티SW/AI융합,3/0/6,1601-4011,박지훈,수18:00~24:00
자기조절,1,교양(일반),DSC공유대학 미래인재융합학부,3/3/0,1133-7004,전우영,
첨단과학기술로 지키는 충청의 문화유산,1,일반선택,DSC공유대학 미래인재융합학부,3/3/0,1609-1001,,
한국문학과 문화콘텐츠,1,일반선택,DSC공유대학 미래인재융합학부,3/3/0,1609-1003,,
포스트 휴먼 시대의 세상읽기,1,일반선택,DSC공유대학 미래인재융합학부,3/3/0,1609-1004,,
미래역량 Insight - What&How,1,일반선택,DSC공유대학 미래인재융합학부,3/3/0,1609-1006,,
4차산업혁명 전문인력을 위한 비즈니스 교양,1,일반선택,DSC공유대학 미래인재융합학부,3/3/0,1609-1007,장호규,
충청기업론,1,일반선택,DSC공유대학 미래인재융합학부,3/3/0,1609-1008,안기돈,
유전자와 생명,1,일반선택,DSC공유대학 미래인재융합학부,3/3/0,1609-1009,권재열,금18:00~19:00(교408)| 금19:00~20:00(교408)| 금20:00~21:00(교408)
글로벌 리더와 정의,1,일반선택,DSC공유대학 미래인재융합학부,3/3/0,1609-1010,신진,
공정한 인공지능,1,일반선택,DSC공유대학 미래인재융합학부,3/3/0,1609-1011,,
모빌리티x한국문학,1,일반선택,DSC공유대학 미래인재융합학부,3/3/0,1609-1012,,
컴퓨팅 사고와 문제해결,1,일반선택,DSC공유대학 미래인재융합학부,3/3/0,1609-1013,,
트리즈를 활용한 창의적 문제해결,1,일반선택,DSC공유대학 미래인재융합학부,3/3/0,1609-1014,,
인간본성과 협력기제,1,일반선택,DSC공유대학 미래인재융합학부,3/3/0,1609-1015,,
데이터 과학으로 풀어보는 비즈니스 의사결정,1,일반선택,DSC공유대학 미래인재융합학부,3/3/0,1609-1016,,
디지털경제시대의 기업| 시장| 정부,1,일반선택,DSC공유대학 미래인재융합학부,3/3/0,1609-1017,,
미래사회의 정치경제,1,일반선택,DSC공유대학 미래인재융합학부,3/3/0,1609-1018,,
스낵 컬처로 배우는 스토리텔링,1,일반선택,DSC공유대학 미래인재융합학부,3/3/0,1609-1019,,
인공지능의 이해,1,일반선택,DSC공유대학 미래인재융합학부,3/3/0,1609-1020,최훈,
포스트휴먼 시대의 공존,1,일반선택,DSC공유대학 미래인재융합학부,3/3/0,1609-1021,,
상상이 현실이 되는 Flying Mobility,1,일반선택,DSC공유대학 미래인재융합학부,3/3/0,1609-1022,,
환경과 미래에너지,1,일반선택,DSC공유대학 미래인재융합학부,3/3/0,1609-1023,,
KT 연계 AI 실무인재 양성 기초교육,1,일반선택,DSC공유대학 미래인재융합학부,2/2/0,1609-1026,한영수,
약과 독의 구별,1,전공(심화),LINC사업단(대학) 융합공학(부),3/3/0,1412-1032,최성운,금10:00~13:00(산학연본관 106호)
창의어드벤처디자인,1,전공(핵심),LINC사업단(대학) 융합공학(부),3/2/2,1412-1033,김해진,화18:00~20:00(공2332)| 화20:00~22:00(공2332)
사회문제해결 캡스톤디자인,3,전공(심화),LINC사업단(대학) 융합공학(부),3/2/2,1412-3047,윤혜영,월18:00~20:00(인0233)| 월20:00~22:00(인0233)
글로벌 캡스톤디자인,3,전공(심화),LINC사업단(대학) 융합공학(부),3/2/2,1412-3051,임미가,수15:00~17:00(공2332)| 수17:00~19:00(공2332)
철도교통학,3,전공(심화),LINC사업단(대학) 융합공학(부),3/2/2,1412-3058,임남형,금09:00~10:00(공1338)| 금10:00~11:00(공1338)| 금11:00~12:00(공1338)| 금12:00~13:00(공1338)
산학연 캡스톤디자인,3,전공(심화),LINC사업단(대학) 융합공학(부),3/2/2,1412-3060,김영아,월14:00~16:00(공1338)| 월16:00~18:00(공1338)
산학연 캡스톤디자인,3,전공(심화),LINC사업단(대학) 융합공학(부),3/2/2,1412-3060,박경혜,금15:00~17:00(경N212)| 금17:00~19:00(경N212)
